50 100
2291	3324	4482	1498	4344	117	4522	4623	4042	2832	938	1118	131	2389	1495	967	3576	2648	4585	296	708	3671	4859	3892	1267	844	4170	3914	842	1436	4011	1456	358	3214	210	96	514	2240	1577	2738	974	1231	3286	3649	3436	2149	4368	4594	1539	560	1419	2218	826	3800	4961	1048	3221	3281	483	1843	3748	18	2545	3325	1229	2901	4783	2376	1686	4608	1617	736	3519	2619	24	4538	304	1396	397	4442	3687	1839	4405	1379	1605	4906	1109	459	4465	3696	320	1301	4260	899	4359	451	503	3151	784	4315	
4194	1941	3675	1321	1759	2718	3880	4414	1495	3897	1469	1968	3843	351	679	4026	261	764	1775	3829	1919	1216	3951	4574	1476	2215	1004	4674	4158	4854	438	1896	4440	2695	4502	1894	4989	134	3296	4455	2209	2157	3265	555	1207	4542	2554	1951	2914	2815	2526	4254	2255	3394	2448	2264	4554	3605	2289	3691	689	2320	609	4951	1655	4597	1875	1246	3954	3061	1350	4148	1638	2416	256	1051	266	749	1982	2490	4676	1771	3882	1759	289	2366	2596	2747	1560	679	4045	429	2272	1141	567	3857	3438	4113	129	634	
844	2577	226	1293	2878	4650	4635	3465	1422	2659	2786	4060	2331	4848	692	3295	3358	4852	819	2709	85	547	897	2512	2531	3103	1995	1765	1919	1441	4089	3241	2604	2115	53	1467	3553	3107	690	4731	4290	4082	4503	84	4423	2997	3292	2743	4708	1532	412	2152	553	1290	724	3956	2610	4573	1211	675	361	518	2370	1411	1554	226	598	1325	2424	3002	428	3716	2702	1712	236	2835	633	372	809	4213	4572	1598	4848	1619	2292	3028	199	706	4029	4270	4176	364	2628	1784	4613	4416	838	1120	1270	3068	
545	1057	1882	3977	2474	2366	1034	127	3471	3699	3396	4907	166	3201	4470	2735	3622	4081	1481	3401	1364	4339	2025	1686	4344	4415	1482	3993	3977	3051	3885	4974	110	2726	4643	468	871	4676	353	322	3283	2371	4460	25	4619	3542	2567	4899	4535	2040	1059	4610	4567	972	2231	508	37	1322	4128	3269	4241	2700	4898	333	2837	4434	3792	604	1067	2930	3520	92	2707	2820	1202	3926	809	2709	1531	823	4551	2699	3141	1596	3342	3785	745	1539	1531	4154	3032	68	3584	4099	2638	4048	1048	4644	3200	3729	
4295	1536	1039	4419	3289	4678	1846	130	3066	3678	1161	1531	3790	3888	3494	3015	1610	1977	2624	37	1786	1599	4161	4143	3708	3632	3912	496	3197	22	4996	1116	4396	21	2520	1065	3868	4616	103	2389	2165	1777	3665	1360	2972	4408	3375	2219	1969	4869	4795	4569	1058	2777	2276	2173	2231	2802	1329	3436	2270	1502	2867	428	3264	2499	512	1637	1115	275	1782	311	865	2453	892	189	649	1794	599	25	4541	1902	2668	1479	2436	1080	3160	2766	4288	1003	3208	1636	1850	1525	990	2329	3172	1504	4442	2752	
2304	264	2642	3737	608	3508	4866	3443	3205	88	4007	3104	2588	2634	216	3192	4606	3635	3086	1995	3159	4977	4742	4945	3889	195	2333	1108	1681	853	3908	4873	2538	2996	2235	4435	4817	628	3946	4856	4857	2600	158	1128	1360	4513	1593	2675	4089	4076	4886	1786	4643	3821	3531	3754	4867	2960	3119	2980	4494	1089	2614	1240	4753	2322	3907	3331	1132	1854	4973	1478	2651	307	2709	2930	3087	1805	3359	1208	3006	2001	2415	2070	3222	2287	2350	1231	2400	700	597	4393	2066	1270	2209	1174	2485	3593	2024	3283	
1409	345	3355	3669	4237	3993	3036	3732	3683	2196	4481	3384	771	1283	554	4164	4823	4710	2544	4928	4168	798	3574	420	1303	1642	3445	1769	4334	3664	4210	1842	3416	2151	211	4563	2325	410	1306	1761	1043	2960	3032	1570	706	1762	1902	1318	126	3316	1704	4102	683	4375	1347	828	3324	4270	2785	667	2268	3128	4114	3489	4673	2902	3533	3378	2997	2814	1479	3326	4511	1487	2795	4214	657	2013	1156	2011	3491	2679	991	2392	825	4055	1468	2849	3465	4642	261	2124	2783	1849	4176	4630	4684	1119	954	2641	
164	3196	237	509	2647	289	3891	309	1306	4885	1267	2812	3495	2496	1740	1215	3002	1198	816	2340	742	62	1619	403	4047	2355	2323	836	1097	442	2514	2657	33	2285	1353	1781	3226	2000	1616	2158	4468	1963	676	1055	696	2583	3232	2529	4526	3668	4527	2619	3922	2953	4472	312	3221	2518	3044	2368	4080	1863	660	4273	2182	4546	3558	2543	2706	4371	3673	377	2023	797	1614	2702	1567	2876	3315	3840	2238	3064	458	1705	456	1397	1079	507	4135	2873	1850	4188	2481	1494	4713	2721	4018	3712	4906	2354	
2295	2505	2407	3359	3147	3212	106	1177	100	3430	548	4268	1344	1955	3561	3467	4773	3056	1638	4653	2382	3229	4742	415	4365	3334	1936	2170	781	2258	1709	1006	1879	2163	4801	575	3152	4231	432	4062	3432	1654	2595	172	4886	2181	4275	2547	2754	3483	2685	261	4691	4898	4279	4329	4778	968	930	1706	1079	3087	3536	1915	1099	3153	248	4273	2414	920	2895	3103	3985	2844	65	1760	966	2086	4065	4976	4495	2814	933	2619	621	2392	1278	4443	2450	3636	3238	2660	280	4446	3747	3730	507	1475	547	3317	
4677	4077	3824	276	2329	1880	2670	4248	1058	446	3186	946	1540	1840	502	328	2027	2263	4810	660	323	2394	45	1901	424	4480	1725	1490	2639	4944	1603	3812	445	2703	3338	3947	3782	2066	297	1700	4464	845	2383	3114	4650	939	2919	2531	4671	2030	3276	4812	559	1722	4943	2919	311	1141	111	2163	2016	4266	31	173	4662	70	2046	4414	114	754	4707	957	554	66	3960	3295	1567	1141	3817	4452	3840	719	28	1196	4533	2915	3395	3673	2646	581	336	2414	1300	263	4320	3432	1264	954	4348	4437	
